food_category,hours_since_cooked,storage_temp_c,humidity_pct,freshness_score
fried_items,7.16,32.6,60.6,0.0
raw_salads,6.26,31.1,68.0,0.009
dairy_based,8.37,28.6,56.0,0.0
dairy_based,0.47,34.6,55.6,0.428
raw_salads,1.74,15.4,76.9,0.286
fried_items,0.48,32.2,48.1,0.794
fried_items,1.92,18.1,67.4,0.619
rice_curry,0.04,20.6,83.6,0.973
rice_curry,5.04,27.4,43.3,0.003
rice_curry,5.28,31.4,67.2,0.04
rice_curry,6.58,17.1,86.9,0.0
rice_curry,3.85,20.9,61.8,0.076
baked_goods,0.03,24.6,88.6,0.967
dry_snacks,6.74,22.9,48.6,0.161
fried_items,0.54,29.1,63.9,0.767
raw_salads,8.66,40.0,48.7,0.042
baked_goods,0.23,26.5,30.2,0.932
dairy_based,5.3,19.6,89.8,0.0
dry_snacks,8.95,16.2,44.4,0.097
raw_salads,5.72,22.0,88.4,0.0
dry_snacks,6.08,18.4,69.2,0.375
baked_goods,6.82,26.8,84.2,0.0
baked_goods,1.22,26.7,88.0,0.708
rice_curry,6.75,21.2,64.1,0.042
baked_goods,8.8,35.9,90.0,0.0
rice_curry,9.74,19.6,76.0,0.0
rice_curry,4.43,23.3,61.4,0.031
baked_goods,3.45,27.8,69.3,0.196
raw_salads,7.53,29.4,41.7,0.022
rice_curry,5.43,31.7,30.7,0.017
raw_salads,2.57,26.6,45.4,0.018
raw_salads,1.72,30.3,56.1,0.056
baked_goods,1.7,20.0,43.7,0.762
dry_snacks,4.59,29.5,60.8,0.122
rice_curry,1.7,29.4,69.5,0.028
baked_goods,0.2,33.1,69.3,0.914
raw_salads,0.52,14.0,83.6,0.746
baked_goods,9.3,18.6,88.0,0.0
dairy_based,0.73,28.9,83.4,0.295
rice_curry,0.73,8.1,67.2,0.707
raw_salads,4.51,27.0,42.3,0.017
rice_curry,2.45,30.4,86.6,0.0
dairy_based,9.63,20.5,40.5,0.039
raw_salads,9.11,21.4,39.1,0.015
fried_items,4.05,17.6,49.1,0.248
rice_curry,4.49,20.9,64.4,0.016
dry_snacks,3.75,21.0,70.9,0.566
dairy_based,0.38,19.9,30.8,0.787
raw_salads,2.93,19.6,76.7,0.0
dairy_based,1.23,22.4,40.5,0.24
baked_goods,1.02,22.3,47.8,0.878
rice_curry,5.61,35.2,49.3,0.0
baked_goods,0.99,21.6,49.9,0.917
baked_goods,1.03,26.1,75.6,0.816
fried_items,4.81,20.5,32.5,0.0
baked_goods,4.42,20.5,41.8,0.476
fried_items,1.38,13.8,31.3,0.701
dairy_based,0.04,14.6,76.7,0.967
baked_goods,1.93,16.8,89.0,0.691
raw_salads,2.36,25.1,69.6,0.046
raw_salads,8.0,30.5,65.4,0.0
rice_curry,9.15,13.3,84.5,0.0
baked_goods,4.06,20.7,45.3,0.438
dry_snacks,4.05,15.8,34.0,0.635
fried_items,7.12,22.4,60.6,0.028
fried_items,6.27,30.5,45.6,0.004
dairy_based,1.84,21.3,57.1,0.031
raw_salads,1.08,23.7,57.4,0.406
raw_salads,4.38,32.7,49.1,0.013
dry_snacks,5.65,26.7,59.2,0.104
rice_curry,1.39,19.4,52.8,0.53
rice_curry,2.93,25.0,36.8,0.0
raw_salads,3.06,19.0,82.0,0.0
fried_items,2.61,26.5,72.1,0.147
baked_goods,4.61,27.1,32.5,0.019
baked_goods,6.53,15.8,36.9,0.214
baked_goods,5.09,25.1,35.8,0.036
dry_snacks,2.01,23.3,33.7,0.736
dry_snacks,1.03,27.3,33.5,0.833
dairy_based,8.22,29.0,39.4,0.009
dairy_based,4.79,26.9,80.9,0.028
baked_goods,0.62,22.2,79.7,0.897
dry_snacks,2.58,29.6,77.0,0.468
dairy_based,8.04,18.8,66.9,0.009
rice_curry,7.52,16.1,73.4,0.017
rice_curry,8.76,4.8,74.3,0.009
rice_curry,6.02,23.6,83.4,0.0
rice_curry,4.23,19.1,73.9,0.0
fried_items,4.27,26.4,74.2,0.0
dairy_based,1.94,12.2,78.2,0.05
dairy_based,6.51,20.1,63.4,0.01
dairy_based,5.85,26.8,42.8,0.0
baked_goods,1.55,17.8,35.1,0.827
raw_salads,8.86,26.5,55.1,0.058
fried_items,3.68,20.7,35.5,0.257
fried_items,0.5,23.8,40.2,0.892
baked_goods,3.28,27.6,31.4,0.253
baked_goods,8.7,29.7,48.0,0.0
dry_snacks,9.17,24.6,88.2,0.0
raw_salads,4.9,19.1,52.7,0.019
dry_snacks,9.56,21.3,44.5,0.033
dairy_based,8.75,27.8,54.2,0.036
fried_items,8.25,17.9,48.1,0.02
dairy_based,8.6,22.9,70.4,0.0
rice_curry,3.82,21.7,68.1,0.0
raw_salads,7.56,23.4,31.6,0.0
dry_snacks,5.77,17.9,60.7,0.417
rice_curry,7.2,12.9,32.2,0.0
raw_salads,1.78,27.1,70.6,0.042
baked_goods,7.31,29.8,86.1,0.0
dry_snacks,9.58,13.2,84.4,0.012
baked_goods,3.03,26.2,42.3,0.329
raw_salads,9.86,30.5,74.6,0.0
dry_snacks,3.78,27.6,77.6,0.317
dairy_based,2.0,21.5,81.9,0.0
dairy_based,1.12,18.3,45.6,0.411
dry_snacks,7.85,24.5,57.1,0.0
rice_curry,5.55,25.5,43.3,0.0
rice_curry,3.07,24.6,31.5,0.0
rice_curry,6.08,22.9,69.5,0.049
dairy_based,3.32,17.5,55.9,0.005
dairy_based,4.48,26.5,44.9,0.016
rice_curry,8.63,26.8,80.8,0.0
rice_curry,6.68,25.2,59.7,0.0
rice_curry,7.62,24.7,89.7,0.0
baked_goods,5.83,34.1,77.6,0.058
rice_curry,9.91,20.3,82.2,0.0
raw_salads,2.41,31.7,76.4,0.0
fried_items,2.62,19.6,36.4,0.451
baked_goods,0.93,30.7,33.9,0.678
fried_items,5.54,31.4,84.9,0.0
rice_curry,6.13,22.2,38.3,0.071
fried_items,7.26,34.0,53.5,0.018
rice_curry,3.35,26.8,66.6,0.043
dry_snacks,0.12,18.7,42.7,0.977
rice_curry,6.32,21.8,43.5,0.0
rice_curry,9.99,30.8,58.0,0.0
dry_snacks,2.95,29.5,51.7,0.436
dry_snacks,1.84,17.7,70.6,0.813
raw_salads,2.82,23.2,34.5,0.0
fried_items,4.25,25.2,59.3,0.0
dairy_based,2.51,21.0,40.5,0.028
raw_salads,3.47,38.1,66.4,0.0
rice_curry,6.38,25.4,37.0,0.009
dairy_based,3.45,23.6,41.9,0.006
raw_salads,3.96,31.1,78.2,0.0
fried_items,0.4,21.8,44.1,0.879
dairy_based,9.18,30.0,74.2,0.0
rice_curry,4.07,14.0,46.4,0.056
dry_snacks,3.28,21.3,44.1,0.663
dry_snacks,0.86,30.3,47.9,0.855
dry_snacks,6.34,33.4,82.9,0.0
baked_goods,8.64,19.4,53.8,0.0
fried_items,0.41,18.7,44.6,0.951
dairy_based,1.45,27.4,62.2,0.025
baked_goods,1.46,20.3,53.1,0.816
dry_snacks,6.02,22.4,77.4,0.225
rice_curry,9.21,29.3,89.4,0.0
dairy_based,4.38,20.7,61.6,0.024
raw_salads,3.44,12.2,57.1,0.036
fried_items,7.66,16.2,50.6,0.0
raw_salads,7.43,24.1,88.4,0.0
rice_curry,2.47,12.8,59.0,0.215
raw_salads,1.61,22.2,40.7,0.195
dry_snacks,3.58,15.6,88.2,0.667
rice_curry,7.76,33.8,87.7,0.0
fried_items,6.95,37.0,56.1,0.0
dry_snacks,6.66,17.7,50.9,0.335
raw_salads,8.29,25.5,70.8,0.0
raw_salads,2.77,18.2,79.7,0.014
fried_items,3.4,22.1,59.9,0.202
rice_curry,0.42,34.8,49.8,0.682
dry_snacks,8.69,21.2,48.1,0.033
fried_items,5.82,22.3,49.6,0.0
fried_items,2.98,18.3,37.1,0.403
baked_goods,0.69,30.9,76.7,0.789
fried_items,7.23,4.4,36.3,0.465
dry_snacks,7.49,21.3,53.9,0.181
dry_snacks,6.66,23.7,80.1,0.063
baked_goods,2.04,20.0,54.2,0.717
dry_snacks,9.13,29.2,47.7,0.046
raw_salads,7.53,31.2,86.9,0.0
dry_snacks,6.58,15.5,37.6,0.338
baked_goods,6.51,36.6,83.1,0.023
raw_salads,9.04,15.5,33.7,0.0
dairy_based,9.28,31.7,54.8,0.0
dry_snacks,5.96,24.9,67.9,0.098
raw_salads,4.17,21.0,52.2,0.0
rice_curry,3.64,21.5,62.1,0.007
fried_items,8.19,23.8,42.2,0.0
raw_salads,6.45,25.3,64.1,0.0
baked_goods,0.77,18.5,38.1,0.882
dry_snacks,1.42,22.6,77.8,0.786
baked_goods,9.0,19.4,65.0,0.0
dry_snacks,8.84,16.7,58.9,0.123
baked_goods,9.52,19.1,33.3,0.0
fried_items,4.28,17.1,60.0,0.146
rice_curry,7.84,21.5,63.8,0.067
dairy_based,8.28,26.6,45.9,0.0
dry_snacks,3.16,24.7,70.7,0.543
raw_salads,1.45,35.8,34.6,0.022
rice_curry,9.97,10.7,42.5,0.0
rice_curry,0.3,26.8,74.3,0.825
fried_items,5.97,24.0,38.8,0.001
baked_goods,6.5,28.9,44.7,0.006
fried_items,6.82,28.3,69.1,0.0
fried_items,2.56,23.0,73.7,0.306
fried_items,7.22,25.0,33.1,0.001
raw_salads,2.16,19.5,37.6,0.075
dairy_based,8.29,27.7,56.8,0.045
baked_goods,2.19,12.7,65.6,0.785
baked_goods,6.97,28.7,57.2,0.005
raw_salads,7.83,23.9,68.8,0.011
raw_salads,1.89,21.1,75.4,0.18
baked_goods,2.38,22.6,87.0,0.558
rice_curry,7.79,23.0,51.0,0.028
baked_goods,0.86,31.8,39.8,0.753
baked_goods,1.91,40.0,45.8,0.353
rice_curry,4.56,31.3,38.9,0.0
baked_goods,9.3,20.6,53.7,0.027
rice_curry,5.62,27.8,82.4,0.0
fried_items,3.88,28.0,50.8,0.066
baked_goods,9.78,18.4,38.9,0.0
rice_curry,4.64,16.4,61.4,0.034
dairy_based,4.34,23.6,89.5,0.0
baked_goods,4.12,28.8,41.3,0.042
dairy_based,3.12,14.3,76.7,0.0
raw_salads,3.26,19.7,79.4,0.0
dry_snacks,6.88,27.4,54.1,0.0
baked_goods,0.41,24.3,67.2,0.952
baked_goods,6.82,32.5,55.9,0.0
raw_salads,2.01,15.5,45.7,0.23
dry_snacks,3.84,38.1,55.6,0.011
raw_salads,1.47,14.8,35.7,0.45
dairy_based,5.53,11.8,72.4,0.012
dairy_based,7.29,23.6,79.8,0.0
dairy_based,3.55,17.2,48.4,0.018
fried_items,1.63,23.8,64.0,0.536
fried_items,2.27,23.6,43.9,0.421
dairy_based,8.18,22.8,37.6,0.018
dry_snacks,2.68,18.9,69.8,0.741
raw_salads,7.75,26.6,38.0,0.0
rice_curry,3.31,22.1,76.9,0.0
dry_snacks,1.89,30.6,46.3,0.598
fried_items,7.27,22.9,79.1,0.0
dairy_based,4.69,18.2,52.1,0.0
fried_items,0.31,13.9,52.1,0.894
raw_salads,9.6,23.0,75.0,0.0
dry_snacks,1.48,16.4,60.6,0.855
rice_curry,3.53,15.9,42.1,0.016
fried_items,3.85,27.2,81.0,0.0
baked_goods,4.89,13.3,50.4,0.373
fried_items,7.85,32.5,36.2,0.0
dairy_based,0.06,25.0,55.0,0.945
fried_items,9.32,23.7,64.4,0.0
raw_salads,6.46,17.8,66.6,0.0
dairy_based,9.51,28.6,80.1,0.0
raw_salads,8.17,24.0,62.5,0.019
baked_goods,9.28,19.9,43.4,0.0
rice_curry,6.01,25.2,45.7,0.011
rice_curry,3.57,13.9,36.1,0.027
baked_goods,4.43,14.2,74.2,0.442
rice_curry,6.58,17.3,36.4,0.024
dairy_based,4.27,26.1,66.3,0.0
rice_curry,7.32,24.0,65.8,0.0
fried_items,0.92,30.3,77.1,0.643
rice_curry,8.3,18.5,34.5,0.015
fried_items,2.04,27.4,42.2,0.343
raw_salads,9.44,23.3,84.6,0.027
baked_goods,1.56,18.3,64.3,0.81
raw_salads,1.29,26.3,57.5,0.15
dry_snacks,8.12,23.6,74.9,0.0
dairy_based,8.19,20.2,84.2,0.0
rice_curry,7.39,24.3,45.8,0.0
raw_salads,9.61,23.2,84.1,0.0
baked_goods,2.71,23.1,36.5,0.53
rice_curry,8.27,21.5,88.7,0.0
fried_items,3.52,16.2,39.9,0.347
fried_items,5.37,24.4,46.0,0.028
dairy_based,4.46,19.2,35.8,0.0
dairy_based,0.06,17.9,78.2,0.983
dry_snacks,5.74,22.6,89.1,0.26
dairy_based,7.48,28.4,47.8,0.0
dairy_based,1.75,25.1,49.5,0.0
baked_goods,9.32,20.8,46.7,0.0
raw_salads,5.3,20.6,39.3,0.02
baked_goods,1.78,27.8,77.2,0.59
dry_snacks,6.46,9.6,33.6,0.332
raw_salads,1.92,28.8,88.1,0.0
dairy_based,0.64,12.8,85.6,0.666
dairy_based,6.85,15.5,37.1,0.013
raw_salads,1.11,20.9,61.8,0.506
raw_salads,1.06,37.0,89.6,0.0
dry_snacks,7.4,34.1,81.2,0.016
dairy_based,0.55,28.2,72.9,0.515
baked_goods,8.1,26.1,31.3,0.0
fried_items,7.96,12.8,34.1,0.04
rice_curry,1.41,24.9,77.6,0.272
fried_items,5.18,20.7,52.6,0.006
raw_salads,0.97,19.1,70.1,0.638
rice_curry,6.33,24.9,74.4,0.035
baked_goods,0.63,21.2,55.3,0.942
baked_goods,9.44,29.2,38.6,0.007
raw_salads,2.08,12.4,53.2,0.128
rice_curry,6.83,24.5,82.3,0.0
rice_curry,1.28,18.7,49.9,0.599
fried_items,2.1,21.5,33.8,0.556
fried_items,4.51,25.8,87.5,0.0
dairy_based,5.73,17.3,70.8,0.0
baked_goods,9.99,25.0,62.5,0.0
baked_goods,0.26,22.7,79.7,0.921
rice_curry,0.0,20.0,54.7,1.0
baked_goods,3.5,21.2,89.1,0.488
rice_curry,3.66,23.1,81.5,0.0
dairy_based,8.84,19.4,46.8,0.08
dry_snacks,9.13,24.0,52.3,0.0
dairy_based,8.81,22.3,46.5,0.016
raw_salads,1.43,20.3,69.6,0.367
dairy_based,4.12,33.5,68.4,0.0
baked_goods,7.46,26.5,61.4,0.003
dry_snacks,3.13,21.7,88.0,0.632
fried_items,6.63,24.9,58.3,0.0
dairy_based,2.37,17.8,77.0,0.0
baked_goods,3.23,21.4,69.5,0.522
raw_salads,8.6,22.1,61.1,0.0
fried_items,2.51,16.5,32.5,0.518
dry_snacks,9.64,26.3,69.4,0.0
dairy_based,3.06,21.0,68.6,0.004
dry_snacks,0.24,21.9,37.5,0.97
dairy_based,2.55,20.6,77.8,0.0
dry_snacks,1.71,40.0,58.0,0.522
fried_items,5.07,20.0,49.4,0.031
rice_curry,1.13,11.6,79.4,0.647
rice_curry,6.26,14.4,50.6,0.011
dry_snacks,8.75,28.6,67.3,0.033
raw_salads,3.63,32.0,67.1,0.0
raw_salads,1.68,19.9,33.2,0.32
baked_goods,4.0,31.7,55.4,0.036
dry_snacks,7.86,28.4,43.4,0.025
dairy_based,5.91,22.9,42.0,0.0
raw_salads,1.01,22.4,69.3,0.456
fried_items,5.37,25.1,30.7,0.0
dry_snacks,4.68,29.3,88.1,0.05
dry_snacks,3.27,26.4,53.7,0.516
rice_curry,1.1,19.9,47.9,0.656
raw_salads,9.81,23.0,85.2,0.0
rice_curry,1.76,35.9,59.2,0.0
raw_salads,1.93,25.5,66.9,0.0
baked_goods,1.46,29.2,71.8,0.622
raw_salads,5.7,27.2,82.3,0.0
baked_goods,4.44,25.6,37.8,0.166
rice_curry,2.5,24.7,34.9,0.0
baked_goods,4.29,29.4,89.6,0.039
rice_curry,6.74,28.3,30.5,0.0
rice_curry,2.82,25.6,72.5,0.0
rice_curry,9.15,19.8,66.7,0.044
dry_snacks,3.06,26.3,63.2,0.537
dry_snacks,1.98,23.6,77.1,0.708
rice_curry,9.55,22.2,89.5,0.0
dry_snacks,8.11,40.0,32.8,0.012
dairy_based,3.43,14.8,66.9,0.0
dry_snacks,8.41,29.8,73.0,0.0
dry_snacks,5.19,18.8,48.4,0.407
raw_salads,3.47,24.8,83.6,0.0
dry_snacks,8.4,39.4,57.4,0.054
dry_snacks,7.52,18.2,39.9,0.303
dry_snacks,2.98,19.7,81.3,0.673
dry_snacks,6.07,23.9,86.6,0.102
fried_items,3.69,18.9,36.0,0.27
baked_goods,0.01,29.3,75.1,0.996
baked_goods,9.62,20.8,42.9,0.018
fried_items,5.5,27.9,30.4,0.0
dry_snacks,5.98,16.0,45.6,0.496
baked_goods,6.0,13.2,81.3,0.263
dry_snacks,5.51,22.6,38.5,0.299
fried_items,2.9,14.6,37.8,0.398
dairy_based,9.72,33.1,74.3,0.015
raw_salads,6.22,14.8,54.4,0.015
rice_curry,6.71,17.8,38.9,0.003
fried_items,4.55,26.5,43.8,0.014
dairy_based,2.88,20.5,77.7,0.0
fried_items,0.64,14.9,67.4,0.876
raw_salads,3.5,36.2,75.7,0.006
baked_goods,1.76,18.0,35.9,0.79
dairy_based,6.62,22.8,57.5,0.009
dairy_based,8.79,22.7,77.8,0.024
baked_goods,3.03,28.3,45.9,0.261
dairy_based,3.33,26.8,40.2,0.0
rice_curry,6.7,19.0,52.9,0.001
dairy_based,1.49,22.0,50.0,0.079
dry_snacks,9.29,22.6,41.1,0.0
rice_curry,3.64,28.5,87.2,0.011
dairy_based,1.01,17.0,59.0,0.49
baked_goods,1.75,36.1,66.5,0.369
baked_goods,9.33,19.4,37.3,0.0
rice_curry,2.47,23.9,66.6,0.0
dairy_based,6.62,17.0,63.3,0.0
dry_snacks,1.56,16.2,85.9,0.835
baked_goods,1.94,18.8,54.7,0.772
rice_curry,8.79,18.2,76.9,0.0
baked_goods,1.48,21.5,48.3,0.751
raw_salads,0.19,18.1,64.7,0.907
baked_goods,5.01,28.2,85.6,0.0
rice_curry,8.63,19.3,67.5,0.0
raw_salads,3.26,18.6,72.7,0.008
baked_goods,1.28,21.6,82.6,0.803
fried_items,9.82,30.0,85.5,0.0
raw_salads,6.77,25.3,42.5,0.0
raw_salads,8.51,23.4,41.8,0.045
dry_snacks,7.52,15.4,63.0,0.265
raw_salads,6.98,17.1,89.7,0.0
baked_goods,3.85,16.3,59.4,0.537
rice_curry,3.24,31.8,49.9,0.0
rice_curry,7.17,27.2,62.2,0.0
baked_goods,7.17,18.8,33.9,0.086
rice_curry,9.51,20.6,40.6,0.022
dairy_based,5.69,19.0,38.9,0.002
baked_goods,2.95,18.7,31.7,0.628
fried_items,4.9,26.8,73.3,0.0
raw_salads,6.14,22.3,49.5,0.0
dry_snacks,4.27,36.5,40.1,0.043
rice_curry,7.91,31.5,60.7,0.0
raw_salads,5.85,31.9,49.4,0.0
fried_items,0.09,28.0,53.6,0.946
rice_curry,5.7,21.5,48.9,0.038
rice_curry,6.34,27.6,30.2,0.026
dairy_based,9.15,21.9,71.3,0.0
fried_items,4.14,33.8,36.6,0.035
rice_curry,5.74,26.4,43.1,0.0
fried_items,4.75,25.6,41.4,0.0
dairy_based,5.32,24.8,49.9,0.0
fried_items,0.67,34.4,39.6,0.647
dry_snacks,8.97,15.4,50.8,0.063
fried_items,9.1,35.0,44.6,0.023
raw_salads,5.48,22.9,33.7,0.0
dry_snacks,5.57,15.6,82.2,0.44
rice_curry,0.58,19.5,48.3,0.817
baked_goods,5.98,14.1,35.7,0.269
fried_items,4.29,27.9,61.3,0.0
baked_goods,7.09,17.8,37.4,0.088
fried_items,0.47,25.0,76.4,0.859
baked_goods,7.11,30.8,33.7,0.0
fried_items,2.87,20.0,57.9,0.437
dry_snacks,6.52,22.4,86.6,0.124
baked_goods,6.27,16.2,39.5,0.217
dairy_based,2.27,21.7,42.1,0.048
dry_snacks,4.4,39.4,66.0,0.017
dairy_based,8.36,28.7,88.8,0.0
dairy_based,6.06,22.4,53.2,0.025
dry_snacks,0.69,20.3,68.9,0.975
raw_salads,4.43,23.7,39.1,0.084
rice_curry,3.12,24.8,68.5,0.006
rice_curry,6.42,21.5,45.2,0.0
dairy_based,6.15,27.2,66.8,0.006
baked_goods,0.1,18.3,35.3,1.0
baked_goods,6.08,18.2,61.5,0.233
baked_goods,7.35,26.2,44.2,0.031
rice_curry,7.69,17.0,70.9,0.0
raw_salads,0.59,28.4,74.9,0.563
baked_goods,3.04,23.9,80.9,0.376
dairy_based,4.21,13.0,89.5,0.0
fried_items,1.8,24.7,57.6,0.473
dry_snacks,4.21,13.9,70.2,0.558
baked_goods,0.71,28.2,31.1,0.8
raw_salads,1.13,22.5,84.3,0.394
dairy_based,6.69,35.1,66.9,0.003
fried_items,2.63,30.4,55.3,0.0
dairy_based,7.11,17.6,56.1,0.002
dry_snacks,0.48,11.9,75.5,0.958
fried_items,5.63,19.5,80.0,0.0
baked_goods,3.91,16.7,78.5,0.533
raw_salads,7.97,35.0,60.6,0.0
raw_salads,7.84,23.9,52.3,0.058
dairy_based,3.76,29.6,86.7,0.007
raw_salads,6.23,22.3,68.1,0.0
fried_items,2.28,22.9,62.6,0.401
fried_items,5.8,23.8,65.9,0.0
fried_items,0.81,30.6,67.8,0.675
raw_salads,4.35,25.9,72.8,0.02
baked_goods,1.83,17.7,63.2,0.728
dry_snacks,8.83,33.7,82.5,0.0
dry_snacks,4.45,22.2,81.6,0.37
dairy_based,5.91,21.3,56.5,0.0
fried_items,3.6,7.0,40.1,0.755
baked_goods,2.89,27.8,64.6,0.31
dairy_based,2.03,24.6,67.2,0.0
fried_items,9.12,24.6,61.4,0.005
raw_salads,7.99,21.6,83.4,0.018
dairy_based,1.33,20.5,35.6,0.307
dairy_based,7.47,21.8,47.2,0.0
fried_items,4.19,26.8,81.9,0.0
dairy_based,0.15,27.8,86.4,0.839
raw_salads,5.28,22.6,55.6,0.0
raw_salads,1.3,29.7,41.6,0.004
fried_items,2.1,23.5,55.2,0.438
dairy_based,6.96,21.0,57.4,0.0
fried_items,2.57,25.2,61.2,0.272
rice_curry,8.92,15.8,46.5,0.018
dairy_based,6.57,25.4,48.8,0.036
rice_curry,8.32,14.7,69.3,0.018
dry_snacks,6.15,17.8,67.3,0.373
dry_snacks,8.69,11.9,69.7,0.116
fried_items,3.62,22.9,52.6,0.054
dry_snacks,5.49,33.7,50.2,0.02
fried_items,5.16,23.3,51.1,0.0
dairy_based,9.04,27.9,87.1,0.025
dairy_based,1.65,38.1,53.7,0.0
baked_goods,5.78,26.4,66.4,0.0
fried_items,7.54,19.4,61.4,0.0
baked_goods,3.7,20.2,82.6,0.49
baked_goods,8.68,24.0,52.1,0.065
dry_snacks,3.73,20.2,56.0,0.606
rice_curry,1.73,20.7,80.6,0.355
fried_items,5.84,29.9,39.7,0.0
raw_salads,4.21,30.2,65.7,0.0
dry_snacks,0.15,14.1,54.0,0.982
dry_snacks,0.7,19.1,89.1,0.867
raw_salads,1.95,21.2,73.3,0.098
raw_salads,7.69,27.6,30.6,0.018
rice_curry,8.92,30.9,80.4,0.01
dairy_based,5.46,40.0,72.2,0.0
fried_items,1.06,21.2,63.7,0.762
rice_curry,5.34,21.5,44.2,0.0
rice_curry,8.56,27.5,39.0,0.0
dairy_based,7.49,19.9,67.7,0.0
fried_items,2.91,23.2,56.4,0.187
rice_curry,1.24,21.5,81.7,0.482
dairy_based,9.01,8.3,45.7,0.027
rice_curry,8.54,24.7,68.3,0.0
baked_goods,0.54,22.9,44.9,0.903
dry_snacks,8.24,31.6,68.2,0.0
rice_curry,0.97,24.0,32.9,0.583
rice_curry,0.63,16.5,53.5,0.761
raw_salads,7.59,22.5,40.4,0.008
raw_salads,5.36,11.5,66.4,0.0
fried_items,4.15,16.7,49.0,0.173
dry_snacks,9.04,27.8,76.3,0.0
baked_goods,8.39,22.5,36.9,0.002
dairy_based,0.58,29.5,63.4,0.458
raw_salads,6.16,12.2,65.6,0.0
dairy_based,7.72,22.5,31.3,0.052
raw_salads,5.5,21.1,32.2,0.001
baked_goods,9.83,29.7,48.5,0.0
rice_curry,6.86,28.0,66.5,0.013
baked_goods,1.04,27.9,87.8,0.752
rice_curry,1.98,33.2,35.4,0.001
dairy_based,8.26,21.8,72.2,0.0
rice_curry,9.97,32.0,71.6,0.0
baked_goods,0.98,17.7,70.2,0.809
rice_curry,1.0,17.5,61.0,0.714
fried_items,7.63,28.5,88.0,0.0
fried_items,0.64,15.0,60.1,0.9
baked_goods,0.69,27.4,80.3,0.782
raw_salads,8.89,24.6,45.8,0.0
dry_snacks,8.0,30.4,78.4,0.002
raw_salads,8.82,23.6,89.8,0.0
dry_snacks,6.51,24.3,84.6,0.059
fried_items,3.23,27.1,48.2,0.0
dairy_based,9.06,20.0,80.8,0.0
fried_items,2.99,19.8,35.7,0.382
baked_goods,2.76,26.8,70.7,0.373
raw_salads,8.86,23.8,50.5,0.042
dairy_based,6.81,21.6,69.5,0.037
raw_salads,8.96,23.5,54.7,0.0
rice_curry,1.56,33.6,30.5,0.0
rice_curry,9.52,21.3,43.9,0.0
dairy_based,6.13,21.2,32.5,0.01
fried_items,6.68,13.8,55.6,0.0
baked_goods,9.14,23.7,80.4,0.0
baked_goods,3.81,27.9,74.3,0.13
rice_curry,7.2,29.0,77.3,0.0
rice_curry,6.4,24.6,78.4,0.054
raw_salads,7.88,29.7,52.3,0.0
dairy_based,8.97,28.4,60.4,0.049
rice_curry,6.8,30.7,60.5,0.043
raw_salads,0.68,29.9,36.8,0.477
dairy_based,1.83,33.4,65.9,0.0
raw_salads,9.54,23.0,73.2,0.0
raw_salads,9.69,16.0,66.7,0.0
raw_salads,9.67,28.0,74.8,0.0
fried_items,0.37,28.7,37.1,0.831
baked_goods,3.82,33.4,75.7,0.007
raw_salads,7.6,31.7,42.5,0.03
rice_curry,7.53,35.7,82.6,0.012
dry_snacks,0.86,27.7,44.7,0.836
rice_curry,6.09,25.4,59.5,0.0
fried_items,1.43,15.7,59.2,0.725
fried_items,4.93,25.8,46.1,0.053
dry_snacks,2.4,20.7,51.7,0.746
fried_items,0.53,25.3,41.1,0.851
rice_curry,0.8,24.3,64.2,0.607
fried_items,9.11,26.8,84.8,0.0
fried_items,7.45,23.4,49.0,0.02
fried_items,9.32,29.6,60.5,0.0
dairy_based,4.7,7.7,81.7,0.05
dairy_based,4.13,25.1,57.1,0.015
baked_goods,3.58,31.2,79.9,0.04
baked_goods,6.16,35.2,56.8,0.017
baked_goods,3.52,28.4,56.4,0.166
dairy_based,7.46,34.1,39.4,0.0
dairy_based,8.01,25.0,37.5,0.0
rice_curry,8.76,24.0,66.7,0.0
fried_items,2.43,27.2,79.6,0.131
dry_snacks,5.27,24.0,38.1,0.27
dairy_based,2.23,19.3,84.6,0.003
rice_curry,0.38,20.9,51.5,0.899
fried_items,7.08,17.3,55.5,0.042
raw_salads,5.49,27.2,83.7,0.0
raw_salads,7.24,24.1,83.8,0.0
dairy_based,0.88,21.8,61.5,0.471
dry_snacks,9.96,20.6,46.6,0.002
rice_curry,9.94,27.0,40.3,0.0
dry_snacks,4.65,28.7,46.3,0.115
baked_goods,8.66,17.2,76.8,0.0
raw_salads,2.44,16.3,49.5,0.04
fried_items,7.38,29.7,71.7,0.0
rice_curry,8.79,15.7,41.7,0.07
dry_snacks,8.15,27.3,58.7,0.001
raw_salads,8.12,33.7,51.1,0.032
rice_curry,4.63,33.7,60.2,0.0
dry_snacks,8.2,28.4,64.2,0.013
rice_curry,6.91,28.3,89.5,0.0
rice_curry,1.32,37.5,84.0,0.002
fried_items,1.14,10.0,71.8,0.754
raw_salads,7.72,21.2,39.2,0.047
rice_curry,6.25,29.1,85.1,0.0
baked_goods,5.19,22.0,83.6,0.227
dry_snacks,9.07,31.4,83.2,0.0
dry_snacks,6.6,23.8,58.7,0.062
dry_snacks,3.96,24.8,40.2,0.473
raw_salads,4.14,22.4,75.3,0.04
fried_items,6.05,20.9,53.3,0.0
baked_goods,7.6,20.7,50.7,0.005
dry_snacks,5.64,25.6,53.4,0.139
dry_snacks,5.09,19.4,63.5,0.501
