distance_km,eta_minutes,spare_capacity_ratio,ngo_acceptance_track_record,accepted
2.69,3.4,0.557,0.583,1
5.2,15.7,0.227,0.931,1
2.63,9.3,0.49,0.536,1
1.49,3.0,0.549,0.812,1
0.1,3.0,0.817,0.486,1
3.32,8.2,0.461,0.846,0
3.28,10.5,0.081,0.532,0
2.48,9.4,0.487,0.75,0
2.39,4.2,0.838,0.733,1
3.48,12.2,0.571,0.52,0
0.45,3.0,0.319,0.69,1
1.34,3.0,0.921,0.919,1
6.31,14.9,0.156,0.802,1
0.21,3.0,0.327,0.986,1
8.84,24.7,0.437,0.863,1
4.22,12.5,0.738,0.78,1
1.24,3.0,0.836,0.732,1
1.93,6.5,0.059,0.953,1
3.56,9.9,0.792,0.711,1
0.24,3.0,0.721,0.638,1
2.17,3.0,0.895,0.892,1
2.82,9.1,0.9,0.955,1
4.81,11.7,0.778,0.683,1
5.28,10.6,0.19,0.481,1
8.43,20.7,0.314,0.759,0
2.2,6.2,0.936,0.837,1
5.66,14.0,0.598,0.62,1
0.86,3.0,0.539,0.841,1
2.31,9.5,0.916,0.713,1
3.0,9.5,0.874,0.578,1
1.69,3.6,0.727,0.771,1
2.61,5.9,0.882,0.629,1
6.92,18.0,0.114,0.864,0
3.13,5.6,0.758,0.402,1
2.0,5.6,0.966,0.883,1
6.52,13.6,0.049,0.581,1
7.09,17.6,0.223,0.966,0
2.46,3.8,0.794,0.848,1
1.94,3.0,0.52,0.542,1
4.95,15.7,0.087,0.977,1
7.99,20.1,0.268,0.695,0
1.64,4.5,0.324,0.709,1
1.77,3.0,0.321,0.937,1
5.22,11.9,0.878,0.942,0
2.05,6.0,0.662,0.811,1
2.13,5.7,0.735,0.977,1
3.17,3.6,0.014,0.594,1
0.42,3.0,0.428,0.537,1
2.58,7.2,0.318,0.417,1
0.28,3.3,0.852,0.604,1
0.25,3.0,0.954,0.756,1
4.37,6.4,0.423,0.58,1
2.45,4.1,0.973,0.742,1
0.1,3.0,0.014,0.429,1
2.38,7.4,0.326,0.609,1
2.82,3.0,0.775,0.841,1
0.62,3.0,0.36,0.462,1
0.62,4.4,0.921,0.822,1
0.26,3.0,0.218,0.85,1
1.66,5.9,0.796,0.736,1
2.99,4.2,0.202,0.923,1
10.13,22.1,0.197,0.963,1
0.78,4.8,0.446,0.42,0
2.98,7.7,0.945,0.801,1
1.55,4.1,0.585,0.54,1
2.79,4.7,0.635,0.641,1
4.05,10.3,0.01,0.768,1
1.44,3.0,0.057,0.82,1
0.27,3.0,0.067,0.896,1
4.52,16.8,0.82,0.816,1
2.2,6.5,0.237,0.859,1
6.91,16.0,0.329,0.753,0
0.62,3.0,0.61,0.469,1
0.42,3.0,0.584,0.413,1
0.54,4.5,0.411,0.713,1
12.21,28.5,0.004,0.822,0
5.49,13.0,0.45,0.464,1
0.91,3.6,0.739,0.653,1
1.1,5.7,0.235,0.551,1
2.96,7.0,0.708,0.735,1
1.68,3.4,0.015,0.63,1
1.0,3.0,0.908,0.519,1
1.18,3.0,0.95,0.403,1
6.22,14.4,0.002,0.59,0
3.35,9.2,0.458,0.705,1
6.25,16.0,0.414,0.948,1
7.95,24.1,0.842,0.534,1
3.2,8.9,0.541,0.702,1
2.96,9.7,0.611,0.734,1
0.48,3.0,0.203,0.783,1
2.17,6.5,0.077,0.594,1
1.08,3.0,0.692,0.459,1
7.44,19.4,0.621,0.944,1
0.98,3.8,0.832,0.962,1
1.22,3.1,0.845,0.659,1
7.64,23.9,0.631,0.743,1
11.69,32.1,0.538,0.417,0
2.99,9.8,0.914,0.428,1
2.48,7.7,0.801,0.445,1
1.01,6.1,0.882,0.836,1
4.4,8.1,0.996,0.534,1
2.07,7.9,0.404,0.509,0
2.28,3.7,0.717,0.405,1
2.01,3.9,0.688,0.414,1
1.93,5.9,0.174,0.639,1
1.0,5.0,0.637,0.72,1
12.6,29.2,0.428,0.742,0
3.99,9.0,0.451,0.67,1
12.21,30.7,0.18,0.671,0
13.54,33.5,0.745,0.844,0
1.4,5.2,0.698,0.571,1
1.99,11.9,0.532,0.54,1
4.59,12.3,0.157,0.904,1
1.23,3.0,0.557,0.807,1
7.68,16.6,0.1,0.681,0
1.92,4.2,0.339,0.562,1
1.34,3.0,0.372,0.481,1
1.61,5.0,0.883,0.422,1
0.23,3.0,0.416,0.903,1
1.09,3.0,0.598,0.75,1
12.16,34.4,0.875,0.427,0
1.61,3.0,0.426,0.494,1
1.42,3.3,0.884,0.565,1
2.7,8.0,0.136,0.555,0
2.57,8.2,0.365,0.724,1
0.37,3.5,0.095,0.636,1
3.22,8.9,0.561,0.921,1
0.36,3.0,0.957,0.824,1
0.69,3.0,0.657,0.937,1
0.18,3.0,0.626,0.909,0
4.6,13.3,0.278,0.944,0
3.78,12.5,0.931,0.978,1
1.3,3.0,0.472,0.584,1
3.25,6.3,0.267,0.524,0
6.68,18.4,0.988,0.497,0
0.56,3.0,0.423,0.771,1
1.43,4.6,0.371,0.802,1
0.33,3.0,0.035,0.452,1
0.1,3.0,0.178,0.884,1
0.52,3.0,0.809,0.862,1
3.01,5.4,0.483,0.771,1
2.38,4.9,0.955,0.657,1
1.58,3.0,0.084,0.491,0
2.66,5.3,0.616,0.698,1
5.65,12.7,0.72,0.494,0
2.51,5.7,0.621,0.757,1
4.17,9.9,0.53,0.583,1
1.91,8.5,0.578,0.546,1
0.14,3.0,0.69,0.66,1
1.6,4.7,0.863,0.743,1
5.87,13.5,0.336,0.617,0
2.75,5.7,0.46,0.969,1
13.67,30.8,0.636,0.403,0
2.99,4.3,0.314,0.939,1
4.91,9.9,0.179,0.4,0
5.42,13.9,0.966,0.528,0
2.31,7.9,0.195,0.988,1
1.94,3.0,0.233,0.83,1
3.0,6.4,0.619,0.78,1
5.28,10.5,0.077,0.828,1
4.17,9.9,0.034,0.641,1
3.95,12.0,0.064,0.863,1
0.53,3.0,0.123,0.491,0
1.56,3.8,0.429,0.868,1
3.64,12.0,0.829,0.954,1
1.96,5.8,0.342,0.906,1
7.59,17.5,0.428,0.836,0
0.18,3.0,0.6,0.784,1
1.12,3.0,0.302,0.707,1
0.16,3.0,0.433,0.633,1
1.05,3.7,0.386,0.911,1
0.1,3.0,0.342,0.782,1
12.3,31.1,0.388,0.657,0
3.0,7.3,0.011,0.863,0
2.62,7.6,0.886,0.432,1
2.71,8.4,0.977,0.88,1
1.18,3.9,0.862,0.878,0
0.59,3.0,0.006,0.535,1
3.26,10.0,0.751,0.422,1
0.44,3.0,0.573,0.821,1
0.16,3.0,0.094,0.518,1
1.31,3.0,0.933,0.988,1
2.79,6.8,0.776,0.405,1
0.29,3.0,0.145,0.536,1
5.53,14.6,0.964,0.425,1
2.49,3.0,0.126,0.862,1
8.04,18.8,0.455,0.741,1
0.13,3.0,0.159,0.901,1
0.1,3.0,0.15,0.968,1
0.91,3.1,0.968,0.76,1
0.1,3.0,0.572,0.537,1
4.84,12.0,0.259,0.455,1
3.95,11.1,0.776,0.911,1
1.6,5.9,0.875,0.545,1
0.6,3.0,0.918,0.927,1
2.42,4.4,0.933,0.918,1
2.45,5.2,0.906,0.77,1
4.8,13.3,0.639,0.756,1
0.63,3.0,0.342,0.961,1
4.12,9.9,0.926,0.846,0
3.51,8.0,0.122,0.803,1
1.71,4.1,0.169,0.657,1
0.16,3.0,0.434,0.686,1
0.37,3.0,0.284,0.629,1
0.34,3.0,0.616,0.958,1
2.36,7.8,0.905,0.776,1
5.78,10.9,0.491,0.86,1
3.26,8.9,0.554,0.422,1
0.81,4.2,0.423,0.903,1
2.85,8.3,0.708,0.646,1
3.44,7.8,0.101,0.835,1
12.13,28.4,0.049,0.424,0
0.16,3.0,0.641,0.927,1
2.49,6.7,0.535,0.789,1
6.66,16.8,0.407,0.67,1
0.17,3.0,0.334,0.579,1
0.88,3.0,0.052,0.584,1
2.89,8.1,0.681,0.579,1
1.52,4.7,0.421,0.477,1
2.12,5.7,0.445,0.674,0
2.06,5.4,0.893,0.668,1
3.42,11.9,0.738,0.643,1
1.3,3.0,0.219,0.815,1
3.66,11.7,0.657,0.648,1
4.54,9.9,0.132,0.453,1
2.72,9.0,0.194,0.903,1
1.09,5.2,0.714,0.651,1
6.47,15.6,0.126,0.787,1
0.1,3.6,0.28,0.949,1
2.05,6.1,0.898,0.853,1
4.16,8.7,0.738,0.718,1
1.43,3.0,0.929,0.722,0
1.2,5.3,0.882,0.901,1
0.39,3.0,0.313,0.886,1
1.75,3.0,0.632,0.505,1
8.03,19.8,0.379,0.77,1
0.1,3.0,0.697,0.911,1
0.18,3.0,0.348,0.874,1
6.89,21.9,0.001,0.474,0
15.27,38.6,0.094,0.657,0
2.86,7.0,0.771,0.706,1
14.91,39.7,0.084,0.552,0
2.36,5.2,0.599,0.801,1
2.44,8.1,0.858,0.681,1
3.88,6.4,0.741,0.576,1
11.28,27.3,0.413,0.599,0
1.02,4.7,0.209,0.905,1
2.3,8.9,0.923,0.911,1
8.12,18.8,0.566,0.879,1
7.6,17.2,0.405,0.939,1
6.75,18.0,0.942,0.962,1
3.6,7.8,0.215,0.69,1
3.61,8.5,0.442,0.457,1
2.37,7.7,0.109,0.872,1
0.23,3.0,0.125,0.774,1
1.32,3.0,0.399,0.625,1
4.17,7.8,0.7,0.976,1
1.41,3.5,0.339,0.6,1
1.02,3.0,0.69,0.936,1
0.1,3.0,0.805,0.75,1
4.95,9.6,0.878,0.422,0
2.33,9.1,0.045,0.908,1
1.45,8.0,0.774,0.85,1
3.31,6.2,0.147,0.779,1
0.53,3.0,0.698,0.763,1
6.3,13.8,0.372,0.529,1
2.51,5.7,0.708,0.527,1
6.03,18.7,0.214,0.417,0
0.1,3.0,0.645,0.491,1
0.56,3.0,0.126,0.599,1
0.34,3.0,0.17,0.719,1
0.78,4.3,0.614,0.477,1
3.7,3.0,0.337,0.729,1
0.37,3.0,0.704,0.555,1
9.26,23.1,0.685,0.55,0
2.91,6.0,0.622,0.959,1
4.63,13.3,0.731,0.985,1
9.41,25.9,0.794,0.879,1
1.3,3.0,0.911,0.432,1
3.66,13.3,0.081,0.83,1
0.24,3.0,0.572,0.505,1
0.17,3.0,0.749,0.736,1
2.01,5.3,0.217,0.927,0
3.15,6.9,0.264,0.624,1
3.72,8.5,0.267,0.948,1
5.96,14.8,0.572,0.818,1
5.03,13.0,0.366,0.578,1
2.63,4.7,0.666,0.456,1
1.93,4.4,0.61,0.881,1
1.46,3.0,0.657,0.67,1
0.1,3.0,0.252,0.443,1
3.44,7.0,0.767,0.461,1
5.79,12.2,0.664,0.971,1
4.44,10.3,0.131,0.543,1
1.27,4.0,0.2,0.97,1
1.9,5.0,0.301,0.802,1
1.41,7.5,0.936,0.577,1
1.78,3.0,0.326,0.626,0
2.38,6.9,0.02,0.858,1
0.29,3.0,0.142,0.657,1
0.84,3.7,0.032,0.444,0
0.35,3.0,0.403,0.536,1
0.1,3.0,0.797,0.908,1
1.1,3.1,0.45,0.811,1
1.65,3.0,0.839,0.696,1
1.51,5.0,0.048,0.545,0
0.11,3.0,0.47,0.68,1
5.15,14.4,0.787,0.865,1
0.5,3.0,0.675,0.448,1
2.75,5.9,0.853,0.987,1
2.91,6.8,0.274,0.907,1
0.37,3.0,0.501,0.588,1
0.1,3.0,0.677,0.914,1
0.1,6.7,0.168,0.802,0
0.99,4.9,0.816,0.793,1
2.6,5.4,0.311,0.482,0
0.43,3.0,0.093,0.934,1
0.22,3.0,0.766,0.666,1
2.68,4.9,0.705,0.874,1
0.47,3.0,0.884,0.577,1
4.98,12.3,0.892,0.582,0
2.02,6.7,0.279,0.969,1
2.65,3.4,0.641,0.693,1
6.25,14.2,0.999,0.435,1
0.53,3.0,0.244,0.893,1
2.45,6.2,0.473,0.534,1
1.27,6.0,0.91,0.918,1
0.42,3.0,0.103,0.941,1
2.7,11.5,0.928,0.443,1
0.11,3.0,0.488,0.744,1
5.61,10.0,0.893,0.979,1
3.44,8.5,0.621,0.949,1
11.83,27.3,0.671,0.71,0
1.85,4.5,0.773,0.801,1
7.56,18.7,0.067,0.757,0
0.61,3.0,0.628,0.52,1
2.26,4.0,0.924,0.785,1
2.25,6.5,0.956,0.597,1
3.48,8.1,0.968,0.599,1
8.73,24.0,0.646,0.648,1
4.75,11.5,0.633,0.903,1
0.23,3.0,0.552,0.541,1
2.51,3.0,0.608,0.548,1
1.15,3.0,0.612,0.404,1
0.41,3.0,0.042,0.491,1
1.96,3.0,0.089,0.977,1
1.53,4.9,0.619,0.656,1
0.1,3.0,0.314,0.515,1
2.38,8.8,0.301,0.97,1
0.3,3.0,0.193,0.416,1
4.18,10.4,0.801,0.686,1
0.9,3.0,0.964,0.875,1
2.69,8.3,0.628,0.856,1
0.57,3.0,0.945,0.512,1
6.9,15.9,0.884,0.818,1
0.16,3.0,0.218,0.767,1
6.58,13.1,0.154,0.798,0
0.59,3.0,0.212,0.557,1
0.47,3.0,0.096,0.878,1
2.76,7.6,0.583,0.73,1
2.37,5.9,0.283,0.828,1
9.49,25.8,0.913,0.954,0
2.02,3.2,0.613,0.905,1
0.7,3.0,0.36,0.862,1
2.66,6.4,0.985,0.571,1
2.4,4.1,0.953,0.432,1
2.4,6.8,0.779,0.739,1
10.22,25.4,0.792,0.42,0
0.89,3.0,0.977,0.821,1
1.65,4.2,0.6,0.835,1
5.21,12.8,0.88,0.732,1
3.18,7.6,0.065,0.499,0
0.69,3.0,0.554,0.917,1
4.2,7.9,0.503,0.752,1
0.55,3.0,0.038,0.704,1
3.26,6.5,0.087,0.735,1
5.82,12.5,0.022,0.449,1
4.3,10.3,0.294,0.837,1
0.1,3.0,0.054,0.436,1
2.13,5.7,0.423,0.741,1
0.5,3.0,0.813,0.5,1
1.17,3.0,0.614,0.523,1
4.14,11.6,0.674,0.538,1
0.57,3.0,0.032,0.408,0
7.94,21.4,0.84,0.926,1
0.1,3.0,0.146,0.874,1
0.57,3.0,0.303,0.418,1
0.15,3.0,0.517,0.434,1
2.04,9.5,0.93,0.862,1
0.86,5.5,0.998,0.404,1
2.11,6.7,0.783,0.677,1
6.25,16.3,0.729,0.463,1
2.93,3.6,0.528,0.749,0
0.14,3.0,0.666,0.989,1
0.1,3.0,0.144,0.501,1
3.26,6.5,0.269,0.964,1
0.31,3.0,0.985,0.911,1
2.21,4.6,0.98,0.982,1
7.22,19.8,0.323,0.852,1
2.45,3.0,0.241,0.906,1
3.92,10.0,0.23,0.751,1
1.45,3.0,0.485,0.912,1
1.49,3.0,0.224,0.466,1
0.11,3.0,0.648,0.838,1
0.48,3.0,0.075,0.771,1
0.14,3.0,0.104,0.435,1
1.14,3.0,0.277,0.572,1
3.33,7.0,0.777,0.528,1
0.41,3.0,0.323,0.639,1
5.39,13.2,0.471,0.517,0
2.22,4.0,0.657,0.562,1
2.72,6.8,0.789,0.575,1
5.1,12.2,0.307,0.754,1
2.04,3.9,0.731,0.48,1
2.74,10.0,0.286,0.542,1
2.29,6.5,0.644,0.587,1
0.2,3.0,0.451,0.665,1
0.62,3.0,0.927,0.422,1
4.74,9.8,0.982,0.99,1
10.34,25.0,0.774,0.577,1
0.53,3.0,0.915,0.57,1
1.57,3.0,0.137,0.727,1
0.9,3.0,0.654,0.904,1
3.12,6.8,0.198,0.67,1
2.36,5.2,0.277,0.547,1
0.12,3.0,0.523,0.734,1
10.32,31.7,0.742,0.685,0
7.73,18.0,0.721,0.65,1
3.79,5.3,0.869,0.98,1
2.33,3.0,0.559,0.988,1
1.02,4.1,0.926,0.732,1
1.52,6.5,0.888,0.44,1
1.2,3.0,0.849,0.734,1
1.53,6.4,0.23,0.962,1
0.22,3.0,0.531,0.946,1
5.62,13.7,0.736,0.527,0
2.57,5.9,0.976,0.512,1
1.72,4.7,0.012,0.49,1
3.62,10.8,0.327,0.884,1
3.67,10.0,0.342,0.689,1
0.1,3.0,0.289,0.599,1
0.51,3.0,0.817,0.592,1
1.97,8.9,0.045,0.562,1
5.07,13.2,0.359,0.921,1
5.3,15.0,0.712,0.642,1
1.11,3.9,0.407,0.544,1
4.2,11.0,0.144,0.819,1
0.1,3.0,0.611,0.775,1
3.56,10.7,0.523,0.822,1
1.78,5.9,0.982,0.885,1
0.96,3.0,0.749,0.46,1
2.35,4.5,0.986,0.401,1
2.71,7.5,0.186,0.43,1
8.4,20.9,0.762,0.817,1
10.28,25.1,0.552,0.951,1
1.68,9.6,0.713,0.595,1
5.2,9.9,0.468,0.861,1
1.52,5.7,0.212,0.83,1
2.89,5.5,0.046,0.977,1
0.73,3.0,0.838,0.678,1
0.46,6.3,0.815,0.498,1
2.31,3.8,0.163,0.851,1
1.17,3.0,0.645,0.883,1
1.04,3.0,0.738,0.817,1
0.19,3.0,0.558,0.909,1
0.4,3.0,0.317,0.619,1
3.29,7.2,0.881,0.807,1
3.27,9.5,0.642,0.556,1
1.88,3.0,0.72,0.663,1
2.57,3.0,0.652,0.543,1
0.15,3.0,0.721,0.491,1
5.04,9.5,0.145,0.421,0
2.55,9.4,0.923,0.796,1
3.41,5.5,0.286,0.916,1
0.54,3.0,0.837,0.586,1
3.13,8.7,0.893,0.653,1
3.19,6.8,0.651,0.402,1
1.18,3.0,0.598,0.644,1
10.35,29.9,0.109,0.566,0
1.19,3.0,0.436,0.739,1
6.6,16.1,0.612,0.936,1
5.04,12.2,0.082,0.699,0
6.97,18.8,0.111,0.799,1
1.73,5.3,0.993,0.816,1
0.64,3.0,0.332,0.49,0
0.54,3.0,0.35,0.604,1
4.06,9.7,0.252,0.467,0
2.23,7.1,0.646,0.66,0
1.78,3.0,0.473,0.923,1
1.61,8.1,0.79,0.684,1
0.12,3.0,0.512,0.669,1
1.26,3.1,0.015,0.524,0
7.63,16.7,0.483,0.583,1
2.92,4.7,0.055,0.953,1
0.71,3.0,0.827,0.579,1
5.25,11.2,0.114,0.832,1
3.31,7.5,0.217,0.425,0
9.16,20.9,0.46,0.476,0
0.97,3.8,0.195,0.584,1
0.73,3.0,0.539,0.932,1
6.58,14.7,0.461,0.529,1
1.55,3.1,0.953,0.829,1
1.24,5.1,0.088,0.499,1
3.51,9.2,0.577,0.762,1
1.32,3.1,0.72,0.746,1
0.7,3.0,0.128,0.767,1
3.78,7.2,0.636,0.569,1
2.47,3.6,0.864,0.496,1
0.46,3.8,0.788,0.923,1
3.65,10.2,0.935,0.736,1
0.49,3.0,0.721,0.525,1
0.14,3.0,0.394,0.644,1
2.95,5.7,0.92,0.44,1
0.73,3.0,0.225,0.68,1
2.59,7.4,0.584,0.65,1
19.05,47.0,0.766,0.478,0
9.02,26.7,0.872,0.662,1
0.81,4.5,0.917,0.777,1
1.07,5.3,0.085,0.948,1
3.55,10.2,0.726,0.815,1
0.1,3.0,0.204,0.696,1
2.6,7.7,0.779,0.854,1
0.92,3.0,0.701,0.565,1
2.97,10.7,0.181,0.795,1
3.41,9.3,0.833,0.403,1
3.26,8.7,0.462,0.443,1
0.15,3.0,0.544,0.768,1
0.4,4.5,0.971,0.514,1
6.14,12.5,0.657,0.806,1
0.45,4.8,0.589,0.776,1
1.91,4.4,0.017,0.438,1
5.47,10.9,0.199,0.632,1
0.1,3.0,0.027,0.762,1
0.64,3.0,0.333,0.821,0
3.24,9.4,0.345,0.881,1
0.4,3.0,0.53,0.595,1
2.42,6.4,0.69,0.894,1
5.37,15.7,0.179,0.609,0
2.66,5.3,0.602,0.404,1
5.89,14.2,0.917,0.76,1
1.09,3.0,0.185,0.543,1
3.82,8.8,0.659,0.473,1
5.66,19.3,0.046,0.552,1
0.96,4.0,0.531,0.888,1
5.64,13.6,0.742,0.939,1
0.3,3.0,0.034,0.967,1
2.56,6.3,0.334,0.579,1
0.51,3.0,0.878,0.669,1
3.66,8.3,0.225,0.873,1
2.33,6.9,0.723,0.588,1
3.36,6.5,0.612,0.627,0
5.07,10.7,0.164,0.54,0
2.07,5.9,0.742,0.738,1
0.79,3.0,0.532,0.789,1
5.8,16.0,0.112,0.588,0
8.28,20.7,0.949,0.414,0
5.89,11.1,0.492,0.834,1
0.44,3.0,0.745,0.764,1
4.72,8.4,0.218,0.529,1
3.08,9.1,0.137,0.586,1
1.66,3.7,0.741,0.965,1
0.38,4.6,0.674,0.772,1
3.58,11.1,0.274,0.751,1
3.24,6.0,0.746,0.777,1
0.81,3.0,0.505,0.963,1
1.46,3.0,0.349,0.601,1
0.53,3.0,0.787,0.566,1
7.98,23.6,0.617,0.622,0
1.97,4.9,0.507,0.873,1
2.81,8.9,0.773,0.471,0
2.54,5.8,0.545,0.522,1
4.66,11.3,0.939,0.535,1
3.16,7.8,0.818,0.775,1
0.89,4.4,0.358,0.779,1
1.88,5.3,0.465,0.619,1
1.11,3.0,0.957,0.563,1
1.75,7.6,0.895,0.845,1
3.28,7.6,0.191,0.419,1
1.97,4.0,0.274,0.836,1
2.76,3.0,0.364,0.524,1
0.55,3.0,0.88,0.933,1
2.06,5.4,0.927,0.644,1
3.45,8.8,0.802,0.779,1
3.07,6.9,0.276,0.471,0
1.54,3.0,0.887,0.55,1
0.7,3.0,0.033,0.813,1
8.75,22.8,0.423,0.725,1
2.79,8.2,0.378,0.855,1
2.04,4.6,0.535,0.732,1
0.51,3.2,0.561,0.736,1
3.97,9.8,0.225,0.906,1
2.58,5.5,0.205,0.651,0
0.78,3.0,0.804,0.928,1
0.1,3.0,0.076,0.62,1
2.2,6.0,0.493,0.594,1
0.59,3.0,0.192,0.86,1
1.53,3.0,0.32,0.407,1
3.47,4.6,0.277,0.502,1
3.4,8.1,0.709,0.442,1
0.24,3.8,0.456,0.702,1
1.22,3.0,0.299,0.771,1
6.55,17.7,0.831,0.406,1
0.89,6.9,0.086,0.495,1
1.35,4.2,0.766,0.578,1
1.57,3.0,0.248,0.574,1
0.1,3.0,0.918,0.457,1
3.82,9.6,0.006,0.502,0
0.19,3.0,0.557,0.9,1
0.93,3.0,0.622,0.813,1
0.71,3.7,0.577,0.575,1
2.52,8.4,0.815,0.555,1
1.28,3.0,0.112,0.447,1
3.6,7.4,0.416,0.606,1
4.4,10.1,0.864,0.635,1
0.46,3.0,0.889,0.933,1
0.61,3.8,0.498,0.838,1
2.74,12.3,0.558,0.683,1
4.73,10.9,0.764,0.48,1
9.15,22.0,0.78,0.787,0
0.71,3.0,0.888,0.952,1
5.4,12.1,0.844,0.446,1
0.43,3.0,0.414,0.901,1
1.53,3.0,0.65,0.506,1
4.84,6.9,0.483,0.814,1
0.78,3.0,0.118,0.508,1
0.51,3.0,0.822,0.754,1
0.11,3.0,0.602,0.54,1
2.75,6.9,0.058,0.72,0
2.48,3.7,0.677,0.754,1
11.03,27.1,0.283,0.765,0
1.97,3.0,0.069,0.803,1
0.59,3.0,0.607,0.441,1
1.37,4.7,0.732,0.815,1
0.19,3.0,0.517,0.491,1
3.23,9.9,0.006,0.799,1
3.83,5.6,0.577,0.473,1
0.73,3.0,0.007,0.683,1
0.89,3.0,0.926,0.628,1
0.23,3.0,0.267,0.971,1
0.24,3.0,0.871,0.772,1
1.65,5.4,0.012,0.452,1
2.23,8.7,0.097,0.814,1
0.1,3.0,0.451,0.515,1
3.24,10.8,0.759,0.569,1
1.01,3.0,0.943,0.623,1
2.46,4.0,0.521,0.858,1
2.3,7.3,0.355,0.957,1
4.62,8.5,0.045,0.945,1
5.88,15.8,0.584,0.501,1
5.7,14.5,0.38,0.436,1
1.2,5.1,0.909,0.889,1
2.85,7.0,0.48,0.57,1
0.49,3.0,0.765,0.744,1
1.83,5.6,0.848,0.977,1
1.07,3.0,0.098,0.51,1
1.18,3.0,0.441,0.621,1
4.42,12.0,0.894,0.912,1
6.94,17.3,0.424,0.783,1
1.21,3.0,0.565,0.953,1
4.94,12.2,0.873,0.773,1
1.7,7.4,0.233,0.579,1
0.92,3.0,0.895,0.875,1
1.45,3.0,0.397,0.848,1
1.05,3.0,0.593,0.951,1
0.46,3.0,0.328,0.681,1
0.14,3.0,0.527,0.697,1
0.1,3.0,0.049,0.591,1
3.75,9.6,0.065,0.559,0
2.44,8.0,0.415,0.988,1
1.26,4.6,0.335,0.977,1
1.86,6.9,0.616,0.712,1
12.8,34.0,0.038,0.964,0
1.63,7.2,0.168,0.61,1
0.71,3.0,0.21,0.901,1
3.57,6.3,0.44,0.775,1
0.38,3.0,0.247,0.823,1
2.62,8.1,0.138,0.824,1
1.61,7.2,0.598,0.775,1
2.34,8.4,0.744,0.903,1
0.97,6.3,0.685,0.631,1
1.46,4.9,0.276,0.901,1
4.14,10.8,0.854,0.508,1
0.26,3.0,0.612,0.518,1
4.69,12.3,0.615,0.823,1
5.32,12.2,0.213,0.843,0
1.41,3.9,0.242,0.932,1
3.7,9.4,0.475,0.562,1
2.9,8.2,0.238,0.433,0
2.16,5.2,0.688,0.699,1
4.12,12.2,0.309,0.916,1
1.27,3.0,0.152,0.973,1
5.47,14.0,0.152,0.906,1
7.28,20.6,0.127,0.689,0
2.85,10.9,0.44,0.909,1
0.63,3.0,0.003,0.526,1
0.14,3.7,0.542,0.943,1
1.49,4.1,0.298,0.734,1
0.2,3.0,0.552,0.63,1
1.38,4.5,0.935,0.743,1
7.33,18.3,0.869,0.863,1
4.24,9.0,0.576,0.542,1
0.23,3.0,0.418,0.46,1
0.67,3.0,0.698,0.833,1
3.31,9.3,0.923,0.962,1
9.14,22.9,0.49,0.776,0
3.91,9.1,0.099,0.484,1
0.45,3.0,0.766,0.78,1
1.49,4.7,0.01,0.469,1
4.68,13.3,0.765,0.579,1
2.5,4.0,0.085,0.419,1
1.36,3.0,0.107,0.688,1
17.96,46.8,0.782,0.59,0
3.74,6.6,0.69,0.458,1
1.93,5.9,0.562,0.582,1
3.39,11.7,0.821,0.782,1
0.79,5.2,0.851,0.571,1
5.49,15.2,0.458,0.484,1
2.19,6.9,0.996,0.721,1
3.51,13.3,0.358,0.844,1
15.67,34.5,0.172,0.89,0
2.07,4.3,0.846,0.679,1
1.93,6.5,0.416,0.82,1
2.29,5.0,0.874,0.892,1
1.27,5.7,0.061,0.797,1
2.56,6.3,0.111,0.711,1
0.22,3.0,0.04,0.435,1
5.82,14.0,0.602,0.571,0
13.41,32.5,0.832,0.589,0
2.04,4.0,0.403,0.633,1
0.1,3.0,0.091,0.961,1
1.03,3.0,0.373,0.523,1
0.1,3.0,0.348,0.72,1
0.5,3.0,0.643,0.985,1
7.08,19.9,0.652,0.765,1
1.51,3.0,0.103,0.523,1
2.01,3.0,0.42,0.967,1
2.44,6.1,0.643,0.598,0
0.71,7.6,0.259,0.428,1
5.72,16.8,0.407,0.655,1
2.97,6.3,0.614,0.542,1
3.12,8.6,0.403,0.883,0
2.24,7.1,0.031,0.53,1
3.67,6.4,0.223,0.884,1
1.61,6.8,0.776,0.421,1
4.5,10.9,0.249,0.948,1
2.48,6.0,0.818,0.425,1
0.14,3.0,0.467,0.954,1
0.28,3.0,0.473,0.443,1
1.42,3.0,0.771,0.915,1
0.1,3.0,0.383,0.89,1
0.24,3.0,0.238,0.751,1
1.39,3.0,0.105,0.421,1
1.04,3.0,0.672,0.766,1
3.08,10.1,0.47,0.765,1
0.88,3.4,0.809,0.729,1
0.93,4.4,0.458,0.773,1
1.37,4.7,0.415,0.971,1
0.11,5.1,0.299,0.987,1
3.06,6.5,0.199,0.707,1
3.96,10.7,0.83,0.454,1
10.58,25.6,0.095,0.479,0
4.52,13.2,0.902,0.825,0
1.13,3.0,0.027,0.979,1
4.43,14.5,0.522,0.657,0
15.11,36.7,0.058,0.458,0
0.73,4.6,0.78,0.608,1
9.49,24.9,0.211,0.627,1
1.3,3.2,0.566,0.988,1
0.18,3.0,0.916,0.805,1
0.21,3.0,0.649,0.47,1
0.62,3.0,0.178,0.599,1
3.33,7.9,0.797,0.429,1
3.74,7.9,0.441,0.785,1
3.5,8.1,0.013,0.797,0
1.5,3.0,0.487,0.434,1
